,Title,Section,URL,Act_Name,Date,Document Num,CompleteAct_URL,CompleteAct_DocNum,Headline
678,"Section 3(viic) in The Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001",Section 3(viic),https://indiankanoon.org/doc/1158901/,The Narcotic Drugs And Psychotropic Substances (Amendment) Act,2001,1158901,https://indiankanoon.org/doc/1997854/,1997854,"
    viic) in The Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001   (viic) "" corresponding law"" means any law corresponding 
  "
679,"Section 3(c) in The Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001",Section 3(c),https://indiankanoon.org/doc/289341/,The Narcotic Drugs And Psychotropic Substances (Amendment) Act,2001,289341,https://indiankanoon.org/doc/1997854/,1997854,"
    Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001   (c)  after clause (xxiii), the following clause shall be inserted, namely:-' (xxiiia 
  "
680,"Section 3 in The Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001",Section 3,https://indiankanoon.org/doc/858688/,The Narcotic Drugs And Psychotropic Substances Act,2001,858688,https://indiankanoon.org/doc/1997854/,1997854,"
    Section 3 in The Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001   3.  Amendment of section 2.- In section 
  "
681,"Section 4(a) in The Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001",Section 4(a),https://indiankanoon.org/doc/1649814/,The Narcotic Drugs And Psychotropic Substances (Amendment) Act,2001,1649814,https://indiankanoon.org/doc/1997854/,1997854,"
    Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001   (a)  combating illicit traffic in narcotic drugs, psychotropic substances or controlled substances 
  "
682,"Section 4(b) in The Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001",Section 4(b),https://indiankanoon.org/doc/1347096/,The Narcotic Drugs And Psychotropic Substances (Amendment) Act,2001,1347096,https://indiankanoon.org/doc/1997854/,1997854,"
    Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001   (b)  controlling the abuse of narcotic drugs and psychotropic substances 
  "
683,"Section 4(c) in The Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001",Section 4(c),https://indiankanoon.org/doc/280031/,The Narcotic Drugs And Psychotropic Substances (Amendment) Act,2001,280031,https://indiankanoon.org/doc/1997854/,1997854,"
    Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001   (c)  identifying, treating, rehabilitating addicts 
  "
684,"Section 4(d) in The Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001",Section 4(d),https://indiankanoon.org/doc/1080029/,The Narcotic Drugs And Psychotropic Substances (Amendment) Act,2001,1080029,https://indiankanoon.org/doc/1997854/,1997854,"
    Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001   (d)  preventing drug abuse 
  "
685,"Section 4(f)(3) in The Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001",Section 4(f)(3),https://indiankanoon.org/doc/1946361/,The Narcotic Drugs And Psychotropic Substances (Amendment) Act,2001,1946361,https://indiankanoon.org/doc/1997854/,1997854,"
    Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001   (3)  The Central Government may constitute a Governing Body as it thinks 
  "
686,"Section 4(f) in The Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001",Section 4(f),https://indiankanoon.org/doc/1316106/,The Narcotic Drugs And Psychotropic Substances (Amendment) Act,2001,1316106,https://indiankanoon.org/doc/1997854/,1997854,"
    Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001   (f)  supplying drugs to addicts where such supply is a medical necessity 
  "
687,"Section 4 in The Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001",Section 4,https://indiankanoon.org/doc/450439/,The Narcotic Drugs And Psychotropic Substances Act,2001,450439,https://indiankanoon.org/doc/1997854/,1997854,"
    Section 4 in The Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001   4.  Amendment of section 7A.- In section 
  "
688,"Section 5(a) in The Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001",Section 5(a),https://indiankanoon.org/doc/1733272/,The Narcotic Drugs And Psychotropic Substances (Amendment) Act,2001,1733272,https://indiankanoon.org/doc/1997854/,1997854,"
    Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001   (a)  convert or transfer any property knowing that such property is derived 
  "
689,"Section 5(b) in The Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001",Section 5(b),https://indiankanoon.org/doc/1953073/,The Narcotic Drugs And Psychotropic Substances (Amendment) Act,2001,1953073,https://indiankanoon.org/doc/1997854/,1997854,"
    Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001   (b)  conceal or disguise the true nature, source, location, disposition 
  "
690,"Section 5(c) in The Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001",Section 5(c),https://indiankanoon.org/doc/1193242/,The Narcotic Drugs And Psychotropic Substances (Amendment) Act,2001,1193242,https://indiankanoon.org/doc/1997854/,1997854,"
    Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001   (c)  knowingly acquire, possess or use any property which was derived from 
  "
691,"Section 5 in The Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001",Section 5,https://indiankanoon.org/doc/1594611/,The Narcotic Drugs And Psychotropic Substances Act,2001,1594611,https://indiankanoon.org/doc/1997854/,1997854,"
    Section 5 in The Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001   5.  Insertion of new section 8A.- After section 
  "
692,"Section 6(a) in The Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001",Section 6(a),https://indiankanoon.org/doc/310025/,The Narcotic Drugs And Psychotropic Substances (Amendment) Act,2001,310025,https://indiankanoon.org/doc/1997854/,1997854,"
    Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001   (a)  where the contravention involves small quantity, with rigorous imprisonment 
  "
693,"Section 6(b) in The Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001",Section 6(b),https://indiankanoon.org/doc/1697859/,The Narcotic Drugs And Psychotropic Substances (Amendment) Act,2001,1697859,https://indiankanoon.org/doc/1997854/,1997854,"
    Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001   (b)  where the contravention involves quantity lesser than commercial quantity but greater 
  "
694,"Section 6 in The Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001",Section 6,https://indiankanoon.org/doc/1320388/,The Narcotic Drugs And Psychotropic Substances Act,2001,1320388,https://indiankanoon.org/doc/1997854/,1997854,"
    Section 6 in The Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001   6.  Substitution of new sections for sections 
  "
695,"Section 16 in The Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001",Section 16,https://indiankanoon.org/doc/1256099/,The Narcotic Drugs And Psychotropic Substances Act,2001,1256099,https://indiankanoon.org/doc/1997854/,1997854,"
    Section 16 in The Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001   16.  Punishment for contravention in relation to coca 
  "
696,"Section 17(a) in The Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001",Section 17(a),https://indiankanoon.org/doc/367684/,The Narcotic Drugs And Psychotropic Substances (Amendment) Act,2001,367684,https://indiankanoon.org/doc/1997854/,1997854,"
    Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001   (a)  where the contravention involves small quantity, with rigorous imprisonment 
  "
697,"Section 17(b) in The Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001",Section 17(b),https://indiankanoon.org/doc/54793/,The Narcotic Drugs And Psychotropic Substances (Amendment) Act,2001,54793,https://indiankanoon.org/doc/1997854/,1997854,"
    Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001   (b)  where the contravention involves quantity lesser than commercial quantity but greater 
  "
698,"Section 17(c) in The Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001",Section 17(c),https://indiankanoon.org/doc/1266255/,The Narcotic Drugs And Psychotropic Substances (Amendment) Act,2001,1266255,https://indiankanoon.org/doc/1997854/,1997854,"
    Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001   (c)  where the contravention involves commercial quantity, with rigorous imprisonment 
  "
699,"Section 17 in The Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001",Section 17,https://indiankanoon.org/doc/1359647/,The Narcotic Drugs And Psychotropic Substances Act,2001,1359647,https://indiankanoon.org/doc/1997854/,1997854,"
    Section 17 in The Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001   17.  Punishment for contravention in relation to prepared 
  "
700,"Section 18(a) in The Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001",Section 18(a),https://indiankanoon.org/doc/1376779/,The Narcotic Drugs And Psychotropic Substances (Amendment) Act,2001,1376779,https://indiankanoon.org/doc/1997854/,1997854,"
    Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001   (a)  where the contravention involves small quantity, with rigorous imprisonment 
  "
701,"Section 18(b) in The Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001",Section 18(b),https://indiankanoon.org/doc/1171458/,The Narcotic Drugs And Psychotropic Substances (Amendment) Act,2001,1171458,https://indiankanoon.org/doc/1997854/,1997854,"
    Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001   (b)  where the contravention involves commercial quantity, with rigorous imprisonment 
  "
702,"Section 18(c) in The Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001",Section 18(c),https://indiankanoon.org/doc/1061668/,The Narcotic Drugs And Psychotropic Substances (Amendment) Act,2001,1061668,https://indiankanoon.org/doc/1997854/,1997854,"
    Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001   (c)  in any other case, with rigorous imprisonment which may extend 
  "
703,"Section 7(ii)(A) in The Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001",Section 7(ii)(A),https://indiankanoon.org/doc/1969462/,The Narcotic Drugs And Psychotropic Substances (Amendment) Act,2001,1969462,https://indiankanoon.org/doc/1997854/,1997854,"
    Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001   (A)  and involves small quantity, with rigorous imprisonment for a term which 
  "
704,"Section 7(ii)(B) in The Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001",Section 7(ii)(B),https://indiankanoon.org/doc/1424877/,The Narcotic Drugs And Psychotropic Substances (Amendment) Act,2001,1424877,https://indiankanoon.org/doc/1997854/,1997854,"
    Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001   (B)  and involves quantity lesser than commercial quantity but greater than small 
  "
705,"Section 7(ii)(C) in The Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001",Section 7(ii)(C),https://indiankanoon.org/doc/651934/,The Narcotic Drugs And Psychotropic Substances (Amendment) Act,2001,651934,https://indiankanoon.org/doc/1997854/,1997854,"
    Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001   (C)  and involves commercial quantity, with rigorous imprisonment for a term which 
  "
706,"Section 7(ii) in The Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001",Section 7(ii),https://indiankanoon.org/doc/847316/,The Narcotic Drugs And Psychotropic Substances (Amendment) Act,2001,847316,https://indiankanoon.org/doc/1997854/,1997854,"
    Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001   (ii)  where such contravention relates to sub- clause (b),-   (A)   and involves 
  "
707,"Section 7 in The Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001",Section 7,https://indiankanoon.org/doc/932688/,The Narcotic Drugs And Psychotropic Substances Act,2001,932688,https://indiankanoon.org/doc/1997854/,1997854,"
    Section 7 in The Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001   7.  Amendment of section 20.- In section 
  "
708,"Section 8(a) in The Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001",Section 8(a),https://indiankanoon.org/doc/1166848/,The Narcotic Drugs And Psychotropic Substances (Amendment) Act,2001,1166848,https://indiankanoon.org/doc/1997854/,1997854,"
    Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001   (a)  where the contravention involves small quantity, with rigorous imprisonment 
  "
709,"Section 8(b) in The Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001",Section 8(b),https://indiankanoon.org/doc/1398260/,The Narcotic Drugs And Psychotropic Substances (Amendment) Act,2001,1398260,https://indiankanoon.org/doc/1997854/,1997854,"
    Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001   (b)  where the contravention involves quantity, lesser than commercial quantity but greater 
  "
710,"Section 8(c) in The Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001",Section 8(c),https://indiankanoon.org/doc/535664/,The Narcotic Drugs And Psychotropic Substances (Amendment) Act,2001,535664,https://indiankanoon.org/doc/1997854/,1997854,"
    Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001   (c)  where the contravention involves commercial quantity, with rigorous imprisonment 
  "
711,"Section 8 in The Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001",Section 8,https://indiankanoon.org/doc/1468184/,The Narcotic Drugs And Psychotropic Substances Act,2001,1468184,https://indiankanoon.org/doc/1997854/,1997854,"
    Section 8 in The Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001   8.  Substitution of new sections for sections 
  "
712,"Section 22(b) in The Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001",Section 22(b),https://indiankanoon.org/doc/875131/,The Narcotic Drugs And Psychotropic Substances (Amendment) Act,2001,875131,https://indiankanoon.org/doc/1997854/,1997854,"
    Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001   (b)  where the contravention involves quantity, lesser than commercial quantity but greater 
  "
713,"Section 22(c) in The Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001",Section 22(c),https://indiankanoon.org/doc/863704/,The Narcotic Drugs And Psychotropic Substances (Amendment) Act,2001,863704,https://indiankanoon.org/doc/1997854/,1997854,"
    Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001   (c)  where the contravention involves commercial quantity, with rigorous imprisonment 
  "
714,"Section 22 in The Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001",Section 22,https://indiankanoon.org/doc/766607/,The Narcotic Drugs And Psychotropic Substances Act,2001,766607,https://indiankanoon.org/doc/1997854/,1997854,"
    Section 22 in The Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001   22.  Punishment for contravention in relation to psychotropic 
  "
715,"Section 23(a) in The Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001",Section 23(a),https://indiankanoon.org/doc/526616/,The Narcotic Drugs And Psychotropic Substances (Amendment) Act,2001,526616,https://indiankanoon.org/doc/1997854/,1997854,"
    Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001   (a)  where the contravention involves small quantity, with rigorous imprisonment 
  "
716,"Section 23(b) in The Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001",Section 23(b),https://indiankanoon.org/doc/1342591/,The Narcotic Drugs And Psychotropic Substances (Amendment) Act,2001,1342591,https://indiankanoon.org/doc/1997854/,1997854,"
    Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001   (b)  where the contravention involves quantity, lesser than commercial quantity but greater 
  "
717,"Section 23(c) in The Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001",Section 23(c),https://indiankanoon.org/doc/1265265/,The Narcotic Drugs And Psychotropic Substances (Amendment) Act,2001,1265265,https://indiankanoon.org/doc/1997854/,1997854,"
    Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001   (c)  where the contravention involves commercial quantity, with rigorous imprisonment 
  "
718,"Section 23 in The Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001",Section 23,https://indiankanoon.org/doc/1366047/,The Narcotic Drugs And Psychotropic Substances Act,2001,1366047,https://indiankanoon.org/doc/1997854/,1997854,"
    Section 23 in The Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001   23.  Punishment for illegal import into India, export 
  "
719,"Section 9 in The Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001",Section 9,https://indiankanoon.org/doc/1998675/,The Narcotic Drugs And Psychotropic Substances Act,2001,1998675,https://indiankanoon.org/doc/1997854/,1997854,"
    Section 9 in The Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001   9.  Substitution of new section for section 
  "
720,"Section 10(a) in The Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001",Section 10(a),https://indiankanoon.org/doc/1229415/,The Narcotic Drugs And Psychotropic Substances (Amendment) Act,2001,1229415,https://indiankanoon.org/doc/1997854/,1997854,"
    Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001   (a)  where the narcotic drug or psychotropic substance consumed is cocaine, morphine 
  "
721,"Section 10 in The Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001",Section 10,https://indiankanoon.org/doc/781140/,The Narcotic Drugs And Psychotropic Substances Act,2001,781140,https://indiankanoon.org/doc/1997854/,1997854,"
    Section 10 in The Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001   10.  Substitution of new section for section 
  "
722,"Section 11 in The Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001",Section 11,https://indiankanoon.org/doc/1068145/,The Narcotic Drugs And Psychotropic Substances Act,2001,1068145,https://indiankanoon.org/doc/1997854/,1997854,"
    Section 11 in The Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001   11.  Amendment of section 30.- In section 
  "
723,"Section 12(2) in The Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001",Section 12(2),https://indiankanoon.org/doc/960067/,The Narcotic Drugs And Psychotropic Substances (Amendment) Act,2001,960067,https://indiankanoon.org/doc/1997854/,1997854,"
    Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001   (2)  Where the person referred to in sub- section (1) is liable 
  "
724,"Section 12(3) in The Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001",Section 12(3),https://indiankanoon.org/doc/143435/,The Narcotic Drugs And Psychotropic Substances (Amendment) Act,2001,143435,https://indiankanoon.org/doc/1997854/,1997854,"
    Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001   (3)  Where any person is convicted by a competent court of criminal 
  "
725,"Section 14(f) in The Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001",Section 14(f),https://indiankanoon.org/doc/1948142/,The Narcotic Drugs And Psychotropic Substances (Amendment) Act,2001,1948142,https://indiankanoon.org/doc/1997854/,1997854,"
    Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001   (f)  the fact that the offender is involved in other illegal activities 
  "
726,"Section 12 in The Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001",Section 12,https://indiankanoon.org/doc/1567374/,The Narcotic Drugs And Psychotropic Substances Act,2001,1567374,https://indiankanoon.org/doc/1997854/,1997854,"
    Section 12 in The Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001   12.  Substitution of new section for section 
  "
727,"Section 13(a)(i) in The Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001",Section 13(a)(i),https://indiankanoon.org/doc/743864/,The Narcotic Drugs And Psychotropic Substances (Amendment) Act,2001,743864,https://indiankanoon.org/doc/1997854/,1997854,"
    Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001   (i)  for the words, figures, brackets and letter"" section 15 to section 
  "
728,"Section 13(a)(ii) in The Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001",Section 13(a)(ii),https://indiankanoon.org/doc/1681106/,The Narcotic Drugs And Psychotropic Substances (Amendment) Act,2001,1681106,https://indiankanoon.org/doc/1997854/,1997854,"
    Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001   (ii)  in sub- clause (a), in the Table, in column (2), against 
  "
729,"Section 13(a) in The Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001",Section 13(a),https://indiankanoon.org/doc/531633/,The Narcotic Drugs And Psychotropic Substances (Amendment) Act,2001,531633,https://indiankanoon.org/doc/1997854/,1997854,"
    Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001   (a)  in sub- section (1),-   (i)   for the words, figures, brackets 
  "
730,"Section 13 in The Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001",Section 13,https://indiankanoon.org/doc/1203851/,The Narcotic Drugs And Psychotropic Substances Act,2001,1203851,https://indiankanoon.org/doc/1997854/,1997854,"
    Section 13 in The Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001   13.  Amendment of section 31A.- In section 
  "
731,"Section 14(a) in The Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001",Section 14(a),https://indiankanoon.org/doc/1919312/,The Narcotic Drugs And Psychotropic Substances (Amendment) Act,2001,1919312,https://indiankanoon.org/doc/1997854/,1997854,"
    Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001   (a)  the use or threat of use of violence or arms 
  "
732,"Section 14(b) in The Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001",Section 14(b),https://indiankanoon.org/doc/54671/,The Narcotic Drugs And Psychotropic Substances (Amendment) Act,2001,54671,https://indiankanoon.org/doc/1997854/,1997854,"
    Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001   (b)  the fact that the offender holds a public office and that 
  "
733,"Section 14(c) in The Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001",Section 14(c),https://indiankanoon.org/doc/1385356/,The Narcotic Drugs And Psychotropic Substances (Amendment) Act,2001,1385356,https://indiankanoon.org/doc/1997854/,1997854,"
    Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001   (c)  the fact that the minors are affected by the offence 
  "
734,"Section 14(d) in The Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001",Section 14(d),https://indiankanoon.org/doc/1279176/,The Narcotic Drugs And Psychotropic Substances (Amendment) Act,2001,1279176,https://indiankanoon.org/doc/1997854/,1997854,"
    Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001   (d)  the fact that the offence is committed in an educational institution 
  "
735,"Section 14(e) in The Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001",Section 14(e),https://indiankanoon.org/doc/395413/,The Narcotic Drugs And Psychotropic Substances (Amendment) Act,2001,395413,https://indiankanoon.org/doc/1997854/,1997854,"
    Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001   (e)  the fact that the offender belongs to organised international 
  "
736,"Section 14 in The Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001",Section 14,https://indiankanoon.org/doc/1272044/,The Narcotic Drugs And Psychotropic Substances Act,2001,1272044,https://indiankanoon.org/doc/1997854/,1997854,"
    Section 14 in The Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001   14.  Insertion of new section 32B.- After section 
  "
737,"Section 15(a) in The Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001",Section 15(a),https://indiankanoon.org/doc/552058/,The Narcotic Drugs And Psychotropic Substances (Amendment) Act,2001,552058,https://indiankanoon.org/doc/1997854/,1997854,"
    Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001   (a)  all offences under this Act which are punishable with imprisonment 
  "
738,"Section 15(b)(i) in The Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001",Section 15(b)(i),https://indiankanoon.org/doc/1804309/,The Narcotic Drugs And Psychotropic Substances (Amendment) Act,2001,1804309,https://indiankanoon.org/doc/1997854/,1997854,"
    Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001   (i)  when such person is forwarded to him as aforesaid 
  "
739,"Section 15(b) in The Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001",Section 15(b),https://indiankanoon.org/doc/132829/,The Narcotic Drugs And Psychotropic Substances (Amendment) Act,2001,132829,https://indiankanoon.org/doc/1997854/,1997854,"
    Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001   (b)  where a person accused of or suspected of the commission 
  "
740,"Section 15(c) in The Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001",Section 15(c),https://indiankanoon.org/doc/443381/,The Narcotic Drugs And Psychotropic Substances (Amendment) Act,2001,443381,https://indiankanoon.org/doc/1997854/,1997854,"
    Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001   (c)  the Special Court may exercise, in relation to the person forwarded 
  "
741,"Section 15(d)(2) in The Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001",Section 15(d)(2),https://indiankanoon.org/doc/1842941/,The Narcotic Drugs And Psychotropic Substances (Amendment) Act,2001,1842941,https://indiankanoon.org/doc/1997854/,1997854,"
    Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001   (2)  When trying an offence under this Act, a Special Court 
  "
742,"Section 15(d)(3) in The Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001",Section 15(d)(3),https://indiankanoon.org/doc/1728979/,The Narcotic Drugs And Psychotropic Substances (Amendment) Act,2001,1728979,https://indiankanoon.org/doc/1997854/,1997854,"
    Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001   (3)  Nothing contained in this section shall be deemed to affect 
  "
743,"Section 15(d)(4) in The Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001",Section 15(d)(4),https://indiankanoon.org/doc/1200394/,The Narcotic Drugs And Psychotropic Substances (Amendment) Act,2001,1200394,https://indiankanoon.org/doc/1997854/,1997854,"
    Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001   (4)  In respect of persons accused of an offence punishable under section 
  "
744,"Section 15(d)(5) in The Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001",Section 15(d)(5),https://indiankanoon.org/doc/1815448/,The Narcotic Drugs And Psychotropic Substances (Amendment) Act,2001,1815448,https://indiankanoon.org/doc/1997854/,1997854,"
    Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001   (5)  Notwithstanding anything contained in the Code of Criminal Procedure 
  "
745,"Section 15(d) in The Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001",Section 15(d),https://indiankanoon.org/doc/477435/,The Narcotic Drugs And Psychotropic Substances (Amendment) Act,2001,477435,https://indiankanoon.org/doc/1997854/,1997854,"
    Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001   (d)  a Special Court may, upon perusal of police report 
  "
746,"Section 16(2) in The Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001",Section 16(2),https://indiankanoon.org/doc/1732378/,The Narcotic Drugs And Psychotropic Substances (Amendment) Act,2001,1732378,https://indiankanoon.org/doc/1997854/,1997854,"
    Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001   (2)  Where any proceedings in relation to any offence committed under this ... commencement of the Narcotic Drugs and Psychotropic Substances (Amendment) Act,  1988  (2 of  1989  ) are pending before a Court 
  "
747,"Section 19(2) in The Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001",Section 19(2),https://indiankanoon.org/doc/1895459/,The Narcotic Drugs And Psychotropic Substances (Amendment) Act,2001,1895459,https://indiankanoon.org/doc/1997854/,1997854,"
    Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001   (2)  Any such officer of gazetted rank of the departments of central 
  "
748,"Section 42(1)(a) in The Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001",Section 42(1)(a),https://indiankanoon.org/doc/1620891/,The Narcotic Drugs And Psychotropic Substances (Amendment) Act,2001,1620891,https://indiankanoon.org/doc/1997854/,1997854,"
    Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001   (a)  enter into and search any such building, conveyance or place 
  "
749,"Section 42(1)(b) in The Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001",Section 42(1)(b),https://indiankanoon.org/doc/620635/,The Narcotic Drugs And Psychotropic Substances (Amendment) Act,2001,620635,https://indiankanoon.org/doc/1997854/,1997854,"
    Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001   (b)  in case of resistance, break open any door and remove 
  "
